epoch,loss,acc,lr
151,0.4529827878045349,0.8630346232179226,0.0010000000000000002
152,0.37867946965907284,0.8772912423625254,0.00010000000000000003
153,0.3085281481613574,0.8935845213849287,0.00010000000000000003
154,0.3326079592093552,0.8946028513238289,0.00010000000000000003
155,0.3325039660894784,0.8910386965376782,0.00010000000000000003
156,0.3296462872626104,0.9027494908350305,0.00010000000000000003
157,0.36436771298853526,0.8869653767820774,0.00010000000000000003
158,0.36140570541855155,0.8890020366598778,0.00010000000000000003
159,0.2944162047502268,0.9007128309572301,0.00010000000000000003
160,0.31931682573508113,0.8940936863543788,0.00010000000000000003
161,0.3135417391315611,0.890020366598778,0.00010000000000000003
162,0.3118823341097751,0.8935845213849287,0.00010000000000000003
163,0.3240708689643506,0.8971486761710794,0.00010000000000000003
164,0.3226926485730938,0.890020366598778,0.00010000000000000003
165,0.32245916913333683,0.8976578411405295,0.00010000000000000003
166,0.31807324644660645,0.8946028513238289,0.00010000000000000003
167,0.3039645623802653,0.9022403258655805,0.00010000000000000003
168,0.3161285495517829,0.8976578411405295,0.00010000000000000003
169,0.349688328444567,0.8884928716904277,0.00010000000000000003
170,0.2908624918313883,0.8874745417515275,0.00010000000000000003
171,0.3009711600240944,0.895112016293279,0.00010000000000000003
172,0.31062972860324506,0.8915478615071283,0.00010000000000000003
173,0.2921423554215855,0.9022403258655805,0.00010000000000000003
174,0.3130061427598853,0.8915478615071283,0.00010000000000000003
175,0.3155094292372856,0.8991853360488798,0.00010000000000000003
176,0.3338011761201648,0.8910386965376782,0.00010000000000000003
177,0.3194330763076517,0.8986761710794298,0.00010000000000000003
178,0.3121897824610775,0.895112016293279,0.00010000000000000003
179,0.30980170913118404,0.9017311608961304,0.00010000000000000003
180,0.3083436176998355,0.8966395112016293,0.00010000000000000003
181,0.29166897139753845,0.905295315682281,0.00010000000000000003
182,0.32982905693314285,0.8940936863543788,0.00010000000000000003
183,0.3146010473226633,0.8976578411405295,0.00010000000000000003
184,0.2977311858274763,0.9022403258655805,0.00010000000000000003
185,0.312662102980065,0.8991853360488798,0.00010000000000000003
186,0.29425078128320364,0.8996945010183299,0.00010000000000000003
187,0.32738301500511147,0.8935845213849287,0.00010000000000000003
188,0.2989488266987675,0.904786150712831,0.00010000000000000003
189,0.32653242787189757,0.8869653767820774,0.00010000000000000003
190,0.3184452884692543,0.8915478615071283,0.00010000000000000003
191,0.3213745018837418,0.8940936863543788,0.00010000000000000003
192,0.3343389831196949,0.8884928716904277,0.00010000000000000003
193,0.2785562845188821,0.9063136456211812,0.00010000000000000003
194,0.29285580566809216,0.8996945010183299,0.00010000000000000003
195,0.28478883475168604,0.9063136456211812,0.00010000000000000003
196,0.2986992151498256,0.9012219959266803,0.00010000000000000003
197,0.31595519923023185,0.9042769857433809,0.00010000000000000003
198,0.29969580842171606,0.9027494908350305,0.00010000000000000003
199,0.3045730108661717,0.8966395112016293,0.00010000000000000003
200,0.32327592388116005,0.8930753564154786,0.00010000000000000003
